id,tool,correctness,project,bug,base_dir,main_dep,tests_build,tests_src_dir,target_test,target_test_methods,target_class,input_class
patch1-Lang-20-AVATAR-plausible,AVATAR,Incorrect,Lang,20,Lang20b,target/classes,target/test-classes,src/test,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayChar,org.apache.commons.lang3.StringUtils,java.lang.String
patch1-Lang-51-AVATAR-plausible,AVATAR,Incorrect,Lang,51,Lang51b,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
patch1-Closure-33-Arja-plausible,Arja,Incorrect,Closure,33,Closure33b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.TypeCheckTest,testIssue700,com.google.javascript.rhino.jstype.PrototypeObjectType,java.lang.String
patch1-Closure-78-Arja-plausible,Arja,Incorrect,Closure,78,Closure78b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testFoldArithmetic,com.google.javascript.jscomp.PeepholeFoldConstants,java.lang.String
patch1-Closure-45-Arja-plausible,Arja,Incorrect,Closure,45,Closure45b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.RemoveUnusedVarsTest,testIssue618_1,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-112-Arja-plausible,Arja,Incorrect,Closure,112,Closure112b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.TypeCheckTest,testIssue1058,com.google.javascript.jscomp.TypeCheck,java.lang.String
patch1-Closure-117-Arja-plausible,Arja,Incorrect,Closure,117,Closure117b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.TypeCheckTest,testIssue1047,com.google.javascript.jscomp.type.TypedScopeCreator,java.lang.String
patch1-Closure-120-Arja-plausible,Arja,Incorrect,Closure,120,Closure120b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.InlineVariablesTest,testExternalIssue1053,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-125-Arja-plausible,Arja,Incorrect,Closure,125,Closure125b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.TypeCheckTest,testIssue1002,com.google.javascript.jscomp.type.SemanticReverseAbstractInterpreter,java.lang.String
patch1-Closure-21-Arja-plausible,Arja,Incorrect,Closure,21,Closure21b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckSideEffectsTest,testUselessCode,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Closure-133-Arja-plausible,Arja,Incorrect,Closure,133,Closure133b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.parsing.JsDocInfoParserTest,testTextExtents,com.google.javascript.jscomp.parsing.JsDocInfoParser,java.lang.String
patch1-Closure-119-Arja-plausible,Arja,Incorrect,Closure,119,Closure119b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckGlobalNamesTest,testGlobalCatch,com.google.javascript.jscomp.CheckGlobalNames,java.lang.String
patch1-Closure-121-Arja-plausible,Arja,Incorrect,Closure,121,Closure121b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.InlineVariablesTest,testExternalIssue1053,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-8-Arja-plausible,Arja,Incorrect,Closure,8,Closure8b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CollapseVariableDeclarationsTest,testIssue820,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-59-Arja-plausible,Arja,Incorrect,Closure,59,Closure59b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CommandLineRunnerTest,testCheckGlobalThisOff,com.google.javascript.jscomp.CommandLineRunner,java.lang.String
patch1-Closure-124-Arja-plausible,Arja,Incorrect,Closure,124,Closure124b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.ExploitAssignsTest,testIssue1017,com.google.javascript.jscomp.ExploitAssigns,java.lang.String
patch1-Closure-7-Arja-plausible,Arja,Incorrect,Closure,7,Closure7b,build/classes:lib/*,build/test,test,com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest,testGoogIsFunction2,com.google.javascript.rhino.testing.Asserts,java.lang.String
patch1-Closure-116-Arja-plausible,Arja,Incorrect,Closure,116,Closure116b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.FunctionInjectorTest,testIssue1101a,com.google.javascript.jscomp.FunctionInjector,java.lang.String
patch1-Closure-68-Arja-plausible,Arja,Incorrect,Closure,68,Closure68b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.parsing.JsDocInfoParserTest,testIssue477,com.google.javascript.jscomp.parsing.JsDocInfoParser,java.lang.String
patch1-Closure-1-Arja-plausible,Arja,Incorrect,Closure,1,Closure1b,build/classes:lib/*,build/test,test,com.google.javascript.jscomp.CommandLineRunnerTest,testSimpleModeLeavesUnusedParams,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-55-Arja-plausible,Arja,Incorrect,Closure,55,Closure55b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.FunctionRewriterTest,testIssue538,com.google.javascript.jscomp.FunctionRewriter,java.lang.String
patch1-Closure-67-Arja-plausible,Arja,Incorrect,Closure,67,Closure67b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest,testAliasing7,com.google.javascript.jscomp.RemoveUnusedPrototypeProperties,java.lang.String
patch1-Closure-130-Arja-plausible,Arja,Incorrect,Closure,130,Closure130b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CollapsePropertiesTest,testIssue931,com.google.javascript.jscomp.CollapseProperties,java.lang.String
patch1-Closure-75-Arja-plausible,Arja,Incorrect,Closure,75,Closure75b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testIEString,com.google.javascript.jscomp.PeepholeFoldConstants,java.lang.String
patch1-Closure-22-Arja-plausible,Arja,Incorrect,Closure,22,Closure22b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckSideEffectsTest,testUselessCode,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Closure-114-Arja-plausible,Arja,Incorrect,Closure,114,Closure114b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.NameAnalyzerTest,testAssignWithCall,com.google.javascript.jscomp.NameAnalyzer,java.lang.String
patch1-Closure-10-Arja-plausible,Arja,Incorrect,Closure,10,Closure10b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testIssue821,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-129-Arja-plausible,Arja,Incorrect,Closure,129,Closure129b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.IntegrationTest,testIssue937,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Closure-46-Arja-plausible,Arja,Incorrect,Closure,46,Closure46b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.rhino.jstype.JSTypeTest,testRecordTypeLeastSuperType2,com.google.javascript.rhino.jstype.RecordTypeBuilder,java.lang.String
patch1-Chart-1-Arja-plusible,Arja,Incorrect,Chart,1,Chart1b,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
patch1-Chart-3-Arja-plusible,Arja,Incorrect,Chart,3,Chart3b,build,build-tests,tests,org.jfree.data.time.junit.TimeSeriesTests,testCreateCopy3,org.jfree.data.time.TimeSeries,int
patch1-Chart-5-Arja-plusible,Arja,Incorrect,Chart,5,Chart5b,build,build-tests,tests,org.jfree.data.xy.junit.XYSeriesTests,testBug1955483,org.jfree.data.xy.XYSeries,double
patch1-Chart-7-Arja-plusible,Arja,Incorrect,Chart,7,Chart7b,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
patch1-Chart-19-Arja-plusible,Arja,Incorrect,Chart,19,Chart19b,build,build-tests,tests,org.jfree.chart.plot.junit.CategoryPlotTests,testGetRangeAxisIndex,org.jfree.chart.plot.CategoryPlot,java.lang.String
patch1-Chart-14-Arja-plusible,Arja,Incorrect,Chart,14,Chart14b,build,build-tests,tests,org.jfree.chart.plot.junit.CategoryPlotTests,testRemoveRangeMarker,org.jfree.chart.plot.CategoryPlot,double
patch1-Chart-15-Arja-plusible,Arja,Incorrect,Chart,15,Chart15b,build,build-tests,tests,org.jfree.chart.plot.junit.PiePlot3DTests,testDrawWithNullDataset,org.jfree.chart.plot.PiePlot,int
patch1-Chart-13-Arja-plusible,Arja,Incorrect,Chart,13,Chart13b,build,build-tests,tests,org.jfree.chart.block.junit.BorderArrangementTests,testSizingWithWidthConstraint,org.jfree.chart.block.BorderArrangement,double
patch1-Chart-25-Arja-plusible,Arja,Incorrect,Chart,25,Chart25b,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
patch1-Math-95-Arja-plausible,Arja,Incorrect,Math,95,Math95b,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.FDistributionTest,testSmallDegreesOfFreedom,org.apache.commons.math.distribution.FDistributionImpl,double
patch1-Math-28-Arja-plausible,Arja,Incorrect,Math,28,Math28b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath828Cycle,org.apache.commons.math3.optimization.linear.SimplexSolver,double
patch1-Math-82-Arja-plausible,Arja,Incorrect,Math,82,Math82b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath288,org.apache.commons.math.optimization.linear.SimplexSolver,double
patch1-Math-74-Arja-plausible,Arja,Incorrect,Math,74,Math74b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.ode.nonstiff.AdamsMoultonIntegratorTest,polynomial,org.apache.commons.math.ode.nonstiff.AdamsMoultonIntegrator,double
patch1-Math-85-Arja-plausible,Arja,Incorrect,Math,85,Math85b,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
patch1-Math-80-Arja-plausible,Arja,Incorrect,Math,80,Math80b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
patch1-Math-56-Arja-plausible,Arja,Incorrect,Math,56,Math56b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.util.MultidimensionalCounterTest,testIterationConsistency,org.apache.commons.math.util.MultidimensionalCounter,int
patch1-Math-84-Arja-plausible,Arja,Incorrect,Math,84,Math84b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.direct.MultiDirectionalTest,testMinimizeMaximize,org.apache.commons.math.optimization.direct.MultiDirectional,double
patch1-Math-81-Arja-plausible,Arja,Incorrect,Math,81,Math81b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMath308,org.apache.commons.math.linear.EigenDecompositionImpl,double
patch1-Math-2-Arja-plausible,Arja,Incorrect,Math,2,Math2b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.distribution.HypergeometricDistributionTest,testMath1021,org.apache.commons.math3.distribution.AbstractIntegerDistribution,int
patch1-Math-40-Arja-plausible,Arja,Incorrect,Math,40,Math40b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolverTest,testIssue716,org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolver,double
patch1-Lang-20-Arja-plausible,Arja,Incorrect,Lang,20,Lang20b,target/classes,target/test-classes,src/test,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayChar,org.apache.commons.lang3.StringUtils,java.lang.String
patch1-Lang-7-Arja-plausible,Arja,Incorrect,Lang,7,Lang7b,target/classes,target/tests,src/test/java,org.apache.commons.lang3.math.NumberUtilsTest,testCreateNumber,org.apache.commons.lang3.math.NumberUtils,java.lang.String
patch1-Lang-16-Arja-plausible,Arja,Incorrect,Lang,16,Lang16b,target/classes,target/test-classes,src/test,org.apache.commons.lang3.math.NumberUtilsTest,testCreateNumber,org.apache.commons.lang3.math.NumberUtils,java.lang.String
patch1-Closure-31-RSRepair-plausible,RSRepair,Incorrect,Closure,31,Closure31b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CommandLineRunnerTest,testDependencySortingWhitespaceMode,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-120-RSRepair-plausible,RSRepair,Incorrect,Closure,120,Closure120b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.InlineVariablesTest,testExternalIssue1053,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-10-RSRepair-plausible,RSRepair,Incorrect,Closure,10,Closure10b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testIssue821,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-124-RSRepair-plausible,RSRepair,Incorrect,Closure,124,Closure124b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.ExploitAssignsTest,testIssue1017,com.google.javascript.jscomp.ExploitAssigns,java.lang.String
patch1-Closure-45-RSRepair-plausible,RSRepair,Incorrect,Closure,45,Closure45b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.RemoveUnusedVarsTest,testIssue618_1,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-22-RSRepair-plausible,RSRepair,Incorrect,Closure,22,Closure22b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckSideEffectsTest,testUselessCode,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Closure-112-RSRepair-plausible,RSRepair,Incorrect,Closure,112,Closure112b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.TypeCheckTest,testIssue1058,com.google.javascript.jscomp.TypeCheck,java.lang.String
patch1-Closure-121-RSRepair-plausible,RSRepair,Incorrect,Closure,121,Closure121b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.InlineVariablesTest,testExternalIssue1053,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-129-RSRepair-plausible,RSRepair,Incorrect,Closure,129,Closure129b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.IntegrationTest,testIssue937,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Closure-61-RSRepair-plausible,RSRepair,Incorrect,Closure,61,Closure61b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.PeepholeRemoveDeadCodeTest,testCall1,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-75-RSRepair-plausible,RSRepair,Incorrect,Closure,75,Closure75b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testIEString,com.google.javascript.jscomp.PeepholeFoldConstants,java.lang.String
patch1-Closure-114-RSRepair-plausible,RSRepair,Incorrect,Closure,114,Closure114b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.NameAnalyzerTest,testAssignWithCall,com.google.javascript.jscomp.NameAnalyzer,java.lang.String
patch1-Closure-127-RSRepair-plausible,RSRepair,Incorrect,Closure,127,Closure127b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.UnreachableCodeEliminationTest,testIssue4177428_return,com.google.javascript.jscomp.UnreachableCodeElimination,java.lang.String
patch1-Closure-67-RSRepair-plausible,RSRepair,Incorrect,Closure,67,Closure67b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest,testAliasing7,com.google.javascript.jscomp.RemoveUnusedPrototypeProperties,java.lang.String
patch1-Closure-55-RSRepair-plausible,RSRepair,Incorrect,Closure,55,Closure55b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.FunctionRewriterTest,testIssue538,com.google.javascript.jscomp.FunctionRewriter,java.lang.String
patch1-Closure-33-RSRepair-plausible,RSRepair,Incorrect,Closure,33,Closure33b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.TypeCheckTest,testIssue700,com.google.javascript.rhino.jstype.PrototypeObjectType,java.lang.String
patch1-Closure-59-RSRepair-plausible,RSRepair,Incorrect,Closure,59,Closure59b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CommandLineRunnerTest,testCheckGlobalThisOff,com.google.javascript.jscomp.CommandLineRunner,java.lang.String
patch1-Closure-130-RSRepair-plausible,RSRepair,Incorrect,Closure,130,Closure130b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CollapsePropertiesTest,testIssue931,com.google.javascript.jscomp.CollapseProperties,java.lang.String
patch1-Closure-21-RSRepair-plausible,RSRepair,Incorrect,Closure,21,Closure21b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckSideEffectsTest,testUselessCode,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Closure-78-RSRepair-plausible,RSRepair,Incorrect,Closure,78,Closure78b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testFoldArithmetic,com.google.javascript.jscomp.PeepholeFoldConstants,java.lang.String
patch1-Chart-13-RSRepair-plausible,RSRepair,Incorrect,Chart,13,Chart13b,build,build-tests,tests,org.jfree.chart.block.junit.BorderArrangementTests,testSizingWithWidthConstraint,org.jfree.chart.block.BorderArrangement,double
patch1-Chart-5-RSRepair-plausible,RSRepair,Incorrect,Chart,5,Chart5b,build,build-tests,tests,org.jfree.data.xy.junit.XYSeriesTests,testBug1955483,org.jfree.data.xy.XYSeries,double
patch1-Chart-25-RSRepair-plausible,RSRepair,Incorrect,Chart,25,Chart25b,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
patch1-Chart-12-RSRepair-plausible,RSRepair,Incorrect,Chart,12,Chart12b,build,build-tests,tests,org.jfree.chart.plot.junit.MultiplePiePlotTests,testConstructor,org.jfree.chart.plot.MultiplePiePlot,int
patch1-Math-81-RSRepair-plausible,RSRepair,Incorrect,Math,81,Math81b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMath308,org.apache.commons.math.linear.EigenDecompositionImpl,double
patch1-Math-103-RSRepair-plausible,RSRepair,Incorrect,Math,103,Math103b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.distribution.NormalDistributionTest,testExtremeValues,org.apache.commons.math.special.Gamma,double
patch1-Math-85-RSRepair-plausible,RSRepair,Incorrect,Math,85,Math85b,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
patch1-Math-58-RSRepair-plausible,RSRepair,Incorrect,Math,58,Math58b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.fitting.GaussianFitterTest,testMath519,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,double
patch1-Math-28-RSRepair-plausible,RSRepair,Incorrect,Math,28,Math28b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath828Cycle,org.apache.commons.math3.optimization.linear.SimplexSolver,double
patch1-Math-2-RSRepair-plausible,RSRepair,Incorrect,Math,2,Math2b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.distribution.HypergeometricDistributionTest,testMath1021,org.apache.commons.math3.distribution.AbstractIntegerDistribution,int
patch1-Math-84-RSRepair-plausible,RSRepair,Incorrect,Math,84,Math84b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.direct.MultiDirectionalTest,testMinimizeMaximize,org.apache.commons.math.optimization.direct.MultiDirectional,double
patch1-Math-33-RSRepair-plausible,RSRepair,Incorrect,Math,33,Math33b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
patch1-Math-80-RSRepair-plausible,RSRepair,Incorrect,Math,80,Math80b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
patch1-Math-82-RSRepair-plausible,RSRepair,Incorrect,Math,82,Math82b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath288,org.apache.commons.math.optimization.linear.SimplexSolver,double
patch1-Math-95-RSRepair-plausible,RSRepair,Incorrect,Math,95,Math95b,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.FDistributionTest,testSmallDegreesOfFreedom,org.apache.commons.math.distribution.FDistributionImpl,double
patch1-Math-40-RSRepair-plausible,RSRepair,Incorrect,Math,40,Math40b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolverTest,testIssue716,org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolver,double
patch1-Lang-13-RSRepair-plausible,RSRepair,Incorrect,Lang,13,Lang13b,target/classes,target/test-classes,src/test,org.apache.commons.lang3.SerializationUtilsTest,testPrimitiveTypeClassSerialization,org.apache.commons.lang3.SerializationUtils,class
patch1-Lang-16-RSRepair-plausible,RSRepair,Incorrect,Lang,16,Lang16b,target/classes,target/test-classes,src/test,org.apache.commons.lang3.math.NumberUtilsTest,testCreateNumber,org.apache.commons.lang3.math.NumberUtils,java.lang.String
patch1-Lang-7-RSRepair-plausible,RSRepair,Incorrect,Lang,7,Lang7b,target/classes,target/tests,src/test/java,org.apache.commons.lang3.math.NumberUtilsTest,testCreateNumber,org.apache.commons.lang3.math.NumberUtils,java.lang.String
patch1-Closure-21-jKali-plausible,jKali,Incorrect,Closure,21,Closure21b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckSideEffectsTest,testUselessCode,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Closure-63-jKali-plausible,jKali,Incorrect,Closure,63,,,,,,,,
patch1-Closure-45-jKali-plausible,jKali,Incorrect,Closure,45,Closure45b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.RemoveUnusedVarsTest,testIssue618_1,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-101-jKali-plausible,jKali,Incorrect,Closure,101,Closure101b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CommandLineRunnerTest,testProcessClosurePrimitives,com.google.javascript.jscomp.CommandLineRunner,java.lang.String
patch1-Closure-62-jKali-plausible,jKali,Incorrect,Closure,62,Closure62b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.LightweightMessageFormatterTest,testFormatErrorSpaceEndOfLine1,com.google.javascript.jscomp.LightweightMessageFormatter,java.lang.String
patch1-Closure-46-jKali-plausible,jKali,Incorrect,Closure,46,Closure46b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.rhino.jstype.JSTypeTest,testRecordTypeLeastSuperType2,com.google.javascript.rhino.jstype.RecordTypeBuilder,java.lang.String
patch1-Closure-22-jKali-plausible,jKali,Incorrect,Closure,22,Closure22b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckSideEffectsTest,testUselessCode,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Chart-25-jKali-plausible,jKali,Incorrect,Chart,25,Chart25b,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
patch1-Chart-1-jKali-plausible,jKali,Incorrect,Chart,1,Chart1b,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
patch1-Chart-13-jKali-plausible,jKali,Incorrect,Chart,13,Chart13b,build,build-tests,tests,org.jfree.chart.block.junit.BorderArrangementTests,testSizingWithWidthConstraint,org.jfree.chart.block.BorderArrangement,double
patch1-Chart-5-jKali-plausible,jKali,Incorrect,Chart,5,Chart5b,build,build-tests,tests,org.jfree.data.xy.junit.XYSeriesTests,testBug1955483,org.jfree.data.xy.XYSeries,double
patch1-Math-49-jKali-plausible,jKali,Incorrect,Math,49,Math49b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.SparseRealVectorTest,testConcurrentModification,org.apache.commons.math.linear.OpenMapRealVector,double
patch1-Math-71-jKali-plausible,jKali,Incorrect,Math,71,Math71b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.ode.nonstiff.ClassicalRungeKuttaIntegratorTest,testMissedEndEvent,org.apache.commons.math.ode.events.EventState,double
patch1-Math-2-jKali-plausible,jKali,Incorrect,Math,2,Math2b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.distribution.HypergeometricDistributionTest,testMath1021,org.apache.commons.math3.distribution.AbstractIntegerDistribution,int
patch1-Math-8-jKali-plausible,jKali,Incorrect,Math,8,Math8b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.distribution.DiscreteRealDistributionTest,testIssue942,org.apache.commons.math3.distribution.DiscreteDistribution,int
patch1-Math-29-jKali-plausible,jKali,Incorrect,Math,29,Math29b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.linear.SparseRealVectorTest,testEbeDivideMixedTypes,org.apache.commons.math3.linear.OpenMapRealVector,int
patch1-Math-32-jKali-plausible,jKali,Incorrect,Math,32,Math32b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest,testIssue780,org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet,int
patch1-Math-28-jKali-plausible,jKali,Incorrect,Math,28,Math28b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath828Cycle,org.apache.commons.math3.optimization.linear.SimplexSolver,double
patch1-Math-80-jKali-plausible,jKali,Incorrect,Math,80,Math80b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
patch1-Lang-27-jKali-plausible,jKali,Incorrect,Lang,27,Lang27b,target/classes,target/test-classes,src/test,org.apache.commons.lang3.math.NumberUtilsTest,testCreateNumber,org.apache.commons.lang3.math.NumberUtils,java.lang.String
patch1-Lang-22-jKali-plausible,jKali,Incorrect,Lang,22,Lang22b,target/classes,target/test-classes,src/test,org.apache.commons.lang3.math.FractionTest,testReducedFactory_int_int,org.apache.commons.lang3.math.Fraction,int
patch1-Closure-22-SimFix-plausible,SimFix,Incorrect,Closure,22,Closure22b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckSideEffectsTest,testUselessCode,com.google.javascript.jscomp.Compiler,java.lang.String
